# Kestrel COFFE Tracking File
# ------------------------------------------------------------------------------
# Job name = naca0012
# Job description = NACA 0012 in tunnel, grid 0.25
# Number of dimensions in simulation = 3
# Body path = WING
# Mesh path:name = NACA0012_Wing_AdaptSlip3_X0080k.avm:NACA
# Output coordinate system = xByRzU
# Moment reference location (in) = 0.000000, 0.000000, 0.000000
# Reference area (in^2) = 1.000000                                        [AREA]
# Moment reference length about x-axis (in) = 1.000000                    [LENX]
# Moment reference length about y-axis (in) = 1.000000                    [LENY]
# Moment reference length about z-axis (in) = 1.000000                    [LENZ]
# Reference Mach = 0.200000                                               [MACH]
# Reference static pressure (lbf/in^2) = 574.445669             [STATICPRESSURE]
# Reference dynamic pressure (lbf/in^2) = 16.084479            [DYNAMICPRESSURE]
# Reference temperature (deg R) = 521.000000                       [TEMPERATURE]
# Reference angle of attack (deg) = 0.000000                     [ANGLEOFATTACK]
# Reference angle of sideslip (deg) = 0.000000                 [ANGLEOFSIDESLIP]
# ------------------------------------------------------------------------------
 VARIABLES =
  "ITERID"   "ITER"   "SUBITER"           "TIME"            "CFL"      "DeltaTime"   "HomotopyCoef"          "Omega"   "LinearIters"      "LinearRes"      "NonlinRes"    "HomotopyRes"
 ZONE T="naca0012"
        63       63           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             253   9.48853304E-08   1.87494758E-04   6.48725766E-06
        64       64           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             250   9.90754330E-08   1.87466512E-04   5.48716963E-06
        65       65           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             248   9.39331828E-08   1.87446664E-04   4.62008334E-06
        66       66           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             245   9.73517539E-08   1.87433138E-04   3.88167343E-06
        67       67           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             243   9.83858126E-08   1.87423987E-04   3.24998650E-06
        68       68           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             242   9.83137451E-08   1.87417936E-04   2.71269091E-06
        69       69           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             242   9.33021725E-08   1.87414062E-04   2.25867525E-06
        70       70           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             241   9.96765926E-08   1.87411657E-04   1.87458750E-06
        71       71           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             241   9.84273590E-08   1.87410254E-04   1.55198526E-06
        72       72           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             241   9.72687490E-08   1.87409519E-04   1.28197636E-06
        73       73           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   2.50000000E-03   1.00000000E+00             241   9.83784553E-08   1.87409213E-04   1.05658732E-06
        74       74           1   0.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00              13   7.15680920E-08   1.87409169E-04   1.87409169E-04
        75       75           1   0.00000000E+00   1.00000000E-01   0.00000000E+00   0.00000000E+00   0.00000000E+00              20   5.13488476E-08   1.87409169E-04   1.87409169E-04
        76       76           1   0.00000000E+00   1.00000000E-02   0.00000000E+00   0.00000000E+00   6.00000000E-01              79   7.05340633E-08   1.87409169E-04   1.87409169E-04
        77       77           1   0.00000000E+00   1.56170546E-02   0.00000000E+00   0.00000000E+00   1.00000000E+00              84   5.16348152E-08   7.75941955E-04   7.75941955E-04
        78       78           1   0.00000000E+00   4.56553678E-02   0.00000000E+00   0.00000000E+00   1.00000000E+00              27   4.55898892E-08   2.18904312E-03   2.18904312E-03
        79       79           1   0.00000000E+00   1.73138989E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              16   5.82481938E-08   4.58903632E-03   4.58903632E-03
        80       80           1   0.00000000E+00   7.28028258E-01   0.00000000E+00   0.00000000E+00   1.00000000E+00              13   3.00896504E-08   8.95076695E-03   8.95076695E-03
        81       81           1   0.00000000E+00   3.02447656E+00   0.00000000E+00   0.00000000E+00   1.00000000E+00              14   3.18167402E-08   1.45304507E-02   1.45304507E-02
        82       82           1   0.00000000E+00   1.69200125E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              21   6.72212544E-08   1.51423179E-02   1.51423179E-02
        83       83           1   0.00000000E+00   7.97287160E+01   0.00000000E+00   0.00000000E+00   1.00000000E+00              51   8.93005483E-08   1.01641439E-02   1.01641439E-02
        84       84           1   0.00000000E+00   2.57367728E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             107   8.95612091E-08   4.13397542E-03   4.13397542E-03
        85       85           1   0.00000000E+00   6.28550123E+02   0.00000000E+00   0.00000000E+00   1.00000000E+00             165   9.91344331E-08   1.23926009E-03   1.23926009E-03
        86       86           1   0.00000000E+00   1.25710025E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             234   9.28207600E-08   7.04521128E-04   7.04521128E-04
        87       87           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             275   9.44456735E-08   5.20268639E-04   5.20268639E-04
        88       88           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             280   9.37190590E-08   3.65807610E-04   3.65807610E-04
        89       89           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             283   9.93613074E-08   2.68467477E-04   2.68467477E-04
        90       90           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             287   9.42559303E-08   2.09706966E-04   2.09706966E-04
        91       91           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             289   9.55722981E-08   1.67502730E-04   1.67502730E-04
        92       92           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             290   9.83449956E-08   1.36001889E-04   1.36001889E-04
        93       93           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             292   9.34483343E-08   1.12175875E-04   1.12175875E-04
        94       94           1   0.00000000E+00   2.00000000E+03   0.00000000E+00   0.00000000E+00   1.00000000E+00             292   9.88155869E-08   9.42580320E-05   9.42580320E-05
