# Iterations  LogResRho  LogResRhoU  LogResRhoV  LogResRhoW  LogResRhoE  LogResTrb
1647 3.657394e-08 2.033549e-08 2.269738e-08 2.674159e-08 2.288645e-06 4.721976e-14
1648 3.697303e-08 2.049606e-08 2.270907e-08 2.670424e-08 2.319104e-06 4.807482e-14
1649 3.742585e-08 2.063094e-08 2.280586e-08 2.665713e-08 2.350734e-06 4.896629e-14
1650 3.797031e-08 2.075945e-08 2.293661e-08 2.659944e-08 2.379678e-06 4.991011e-14
1651 3.852671e-08 2.091261e-08 2.305224e-08 2.658720e-08 2.414952e-06 5.077922e-14
1652 3.911206e-08 2.107923e-08 2.323502e-08 2.654218e-08 2.450764e-06 5.164870e-14
1653 3.959996e-08 2.122392e-08 2.339386e-08 2.646825e-08 2.484971e-06 5.254588e-14
1654 4.006935e-08 2.135793e-08 2.356932e-08 2.645863e-08 2.513571e-06 5.350008e-14
1655 4.053334e-08 2.151535e-08 2.372172e-08 2.638761e-08 2.542928e-06 5.437638e-14
1656 4.101508e-08 2.162773e-08 2.387873e-08 2.634250e-08 2.573385e-06 5.536350e-14
1657 4.161426e-08 2.178426e-08 2.392285e-08 2.624913e-08 2.612260e-06 5.644275e-14
1658 4.214407e-08 2.191002e-08 2.400318e-08 2.611110e-08 2.642955e-06 5.730799e-14
1659 4.264686e-08 2.208010e-08 2.403866e-08 2.602655e-08 2.673857e-06 5.845641e-14
1660 4.329216e-08 2.216453e-08 2.405844e-08 2.588875e-08 2.713054e-06 5.950326e-14
1661 4.392206e-08 2.230988e-08 2.417440e-08 2.575739e-08 2.749804e-06 6.061612e-14
1662 4.459152e-08 2.240636e-08 2.422807e-08 2.561769e-08 2.794126e-06 6.172757e-14
1663 4.522241e-08 2.250307e-08 2.429094e-08 2.554819e-08 2.836962e-06 6.283751e-14
1664 4.586714e-08 2.258903e-08 2.431399e-08 2.544279e-08 2.881235e-06 6.398732e-14
1665 4.643882e-08 2.265577e-08 2.436249e-08 2.534393e-08 2.914376e-06 6.519041e-14
1666 4.729083e-08 2.274016e-08 2.441449e-08 2.525304e-08 2.964886e-06 6.627115e-14
1667 4.801449e-08 2.285851e-08 2.437010e-08 2.519933e-08 3.007144e-06 6.748855e-14
1668 4.872938e-08 2.294318e-08 2.437297e-08 2.503016e-08 3.052848e-06 6.870517e-14
1669 4.947831e-08 2.303215e-08 2.440277e-08 2.490502e-08 3.100080e-06 6.991881e-14
1670 5.020759e-08 2.311892e-08 2.442833e-08 2.476429e-08 3.149675e-06 7.137883e-14
1671 5.090567e-08 2.321105e-08 2.438563e-08 2.464543e-08 3.200980e-06 7.260187e-14
1672 5.179069e-08 2.328647e-08 2.435776e-08 2.454779e-08 3.254409e-06 7.376521e-14
1673 5.256631e-08 2.337088e-08 2.430851e-08 2.445248e-08 3.304820e-06 7.495495e-14
1674 5.321170e-08 2.343655e-08 2.429642e-08 2.433719e-08 3.342978e-06 7.631889e-14
1675 5.396811e-08 2.349751e-08 2.428775e-08 2.416823e-08 3.391773e-06 7.766722e-14
1676 5.480970e-08 2.356976e-08 2.431830e-08 2.400280e-08 3.440135e-06 7.909051e-14
1677 5.563420e-08 2.359752e-08 2.439143e-08 2.385892e-08 3.492687e-06 8.050185e-14
1678 5.630963e-08 2.365824e-08 2.446557e-08 2.372939e-08 3.540778e-06 8.176839e-14
1679 5.713482e-08 2.371397e-08 2.457595e-08 2.358960e-08 3.590112e-06 8.310958e-14
1680 5.798205e-08 2.377180e-08 2.459250e-08 2.348045e-08 3.640317e-06 8.462226e-14
1681 5.882863e-08 2.383630e-08 2.459231e-08 2.332872e-08 3.700431e-06 8.591885e-14
1682 5.967759e-08 2.388438e-08 2.460606e-08 2.321726e-08 3.751298e-06 8.697561e-14
1683 6.057769e-08 2.392990e-08 2.467233e-08 2.302215e-08 3.811517e-06 8.839345e-14
1684 6.136827e-08 2.399465e-08 2.466623e-08 2.283974e-08 3.865495e-06 8.985577e-14
1685 6.215240e-08 2.400289e-08 2.467950e-08 2.264355e-08 3.912809e-06 9.102293e-14
1686 6.289122e-08 2.405699e-08 2.465214e-08 2.248694e-08 3.960273e-06 9.233201e-14
1687 6.372926e-08 2.406092e-08 2.461843e-08 2.228697e-08 4.010769e-06 9.359259e-14
1688 6.450563e-08 2.410405e-08 2.462733e-08 2.208078e-08 4.056501e-06 9.477314e-14
1689 6.525472e-08 2.417363e-08 2.469462e-08 2.185778e-08 4.107900e-06 9.596233e-14
1690 6.602662e-08 2.424371e-08 2.473243e-08 2.165231e-08 4.157956e-06 9.721588e-14
1691 6.683702e-08 2.436607e-08 2.474328e-08 2.148961e-08 4.202832e-06 9.841246e-14
1692 6.743687e-08 2.449441e-08 2.480468e-08 2.132383e-08 4.240741e-06 9.964781e-14
1693 6.796721e-08 2.457701e-08 2.487108e-08 2.110069e-08 4.283074e-06 1.008197e-13
1694 6.861505e-08 2.463928e-08 2.495030e-08 2.085673e-08 4.313047e-06 1.020749e-13
1695 6.926316e-08 2.479979e-08 2.495886e-08 2.066068e-08 4.357744e-06 1.031520e-13
1696 6.962663e-08 2.488358e-08 2.494620e-08 2.050038e-08 4.385279e-06 1.042442e-13
1697 7.027996e-08 2.503819e-08 2.494980e-08 2.027250e-08 4.428234e-06 1.053712e-13
1698 7.090869e-08 2.518869e-08 2.506899e-08 2.009315e-08 4.466128e-06 1.065696e-13
1699 7.153079e-08 2.532090e-08 2.515778e-08 1.985965e-08 4.500373e-06 1.076896e-13
1700 7.208088e-08 2.545693e-08 2.522934e-08 1.962940e-08 4.532743e-06 1.087383e-13
1701 7.267657e-08 2.557572e-08 2.533616e-08 1.947423e-08 4.570115e-06 1.098803e-13
1702 7.334894e-08 2.574224e-08 2.549843e-08 1.934109e-08 4.611053e-06 1.111338e-13
1703 7.414377e-08 2.592391e-08 2.569071e-08 1.927039e-08 4.665665e-06 1.122657e-13
1704 7.462344e-08 2.606622e-08 2.590786e-08 1.919006e-08 4.702896e-06 1.135778e-13
1705 7.521128e-08 2.626920e-08 2.616122e-08 1.917317e-08 4.740144e-06 1.146920e-13
1706 7.579410e-08 2.645381e-08 2.637401e-08 1.926836e-08 4.768518e-06 1.159723e-13
1707 7.653988e-08 2.664612e-08 2.650891e-08 1.941320e-08 4.815003e-06 1.168008e-13
1708 7.730871e-08 2.682393e-08 2.668191e-08 1.955858e-08 4.863098e-06 1.177226e-13
1709 7.802883e-08 2.697034e-08 2.675048e-08 1.972838e-08 4.912125e-06 1.186255e-13
1710 7.868589e-08 2.720620e-08 2.691904e-08 1.998129e-08 4.956625e-06 1.195471e-13
1711 7.951057e-08 2.731499e-08 2.707263e-08 2.021986e-08 5.008556e-06 1.203814e-13
1712 8.010843e-08 2.742807e-08 2.722673e-08 2.045020e-08 5.049172e-06 1.208681e-13
1713 8.079001e-08 2.753449e-08 2.738598e-08 2.074830e-08 5.092890e-06 1.213490e-13
1714 8.128423e-08 2.769717e-08 2.749861e-08 2.099588e-08 5.121936e-06 1.218312e-13
1715 8.184756e-08 2.780407e-08 2.770801e-08 2.125432e-08 5.152969e-06 1.219149e-13
1716 8.244303e-08 2.784693e-08 2.798640e-08 2.144527e-08 5.192166e-06 1.222672e-13
1717 8.289921e-08 2.793719e-08 2.816787e-08 2.162821e-08 5.218323e-06 1.223662e-13
1718 8.357298e-08 2.799599e-08 2.836106e-08 2.180244e-08 5.257643e-06 1.222828e-13
1719 8.392166e-08 2.807311e-08 2.857828e-08 2.192682e-08 5.284001e-06 1.223984e-13
1720 8.443529e-08 2.818296e-08 2.894058e-08 2.198424e-08 5.316640e-06 1.223009e-13
1721 8.479503e-08 2.826054e-08 2.925433e-08 2.203984e-08 5.345209e-06 1.220773e-13
1722 8.502787e-08 2.829488e-08 2.953603e-08 2.212228e-08 5.362682e-06 1.217890e-13
1723 8.522446e-08 2.829825e-08 2.978570e-08 2.208441e-08 5.378328e-06 1.214228e-13
1724 8.535495e-08 2.835393e-08 3.002849e-08 2.205863e-08 5.391044e-06 1.208066e-13
1725 8.503308e-08 2.842214e-08 3.033697e-08 2.205149e-08 5.369576e-06 1.200223e-13
1726 8.498125e-08 2.834312e-08 3.055251e-08 2.200847e-08 5.362629e-06 1.192479e-13
1727 8.473340e-08 2.828414e-08 3.075919e-08 2.194829e-08 5.352230e-06 1.185801e-13
1728 8.452362e-08 2.822800e-08 3.091372e-08 2.184109e-08 5.342460e-06 1.177450e-13
1729 8.452742e-08 2.815177e-08 3.101109e-08 2.178751e-08 5.335992e-06 1.171718e-13
1730 8.442650e-08 2.807695e-08 3.102711e-08 2.171262e-08 5.333238e-06 1.166376e-13
1731 8.416747e-08 2.799461e-08 3.104930e-08 2.162489e-08 5.321990e-06 1.162692e-13
1732 8.398141e-08 2.795601e-08 3.107928e-08 2.151819e-08 5.304881e-06 1.158220e-13
1733 8.367183e-08 2.791744e-08 3.114218e-08 2.148171e-08 5.279349e-06 1.157491e-13
1734 8.361680e-08 2.792710e-08 3.115734e-08 2.139048e-08 5.279529e-06 1.159327e-13
1735 8.322278e-08 2.793274e-08 3.120910e-08 2.132307e-08 5.251525e-06 1.160808e-13
1736 8.287514e-08 2.799310e-08 3.116524e-08 2.125495e-08 5.227421e-06 1.165794e-13
1737 8.252900e-08 2.804635e-08 3.117885e-08 2.126013e-08 5.209081e-06 1.176863e-13
1738 8.229302e-08 2.812718e-08 3.114570e-08 2.118619e-08 5.199652e-06 1.188748e-13
1739 8.240930e-08 2.823653e-08 3.118284e-08 2.121202e-08 5.195389e-06 1.200802e-13
1740 8.272764e-08 2.833214e-08 3.129596e-08 2.124157e-08 5.212663e-06 1.217012e-13
1741 8.306001e-08 2.843494e-08 3.142965e-08 2.128693e-08 5.231428e-06 1.234614e-13
1742 8.317205e-08 2.860213e-08 3.155724e-08 2.131349e-08 5.234200e-06 1.252278e-13
1743 8.342173e-08 2.882691e-08 3.164766e-08 2.132763e-08 5.253391e-06 1.272816e-13
1744 8.340989e-08 2.904237e-08 3.164436e-08 2.131981e-08 5.253260e-06 1.293461e-13
1745 8.361975e-08 2.917769e-08 3.148306e-08 2.130838e-08 5.267518e-06 1.315642e-13
1746 8.375227e-08 2.936743e-08 3.122669e-08 2.139618e-08 5.269503e-06 1.341746e-13
1747 8.405561e-08 2.949624e-08 3.106449e-08 2.149129e-08 5.300087e-06 1.368387e-13
1748 8.489983e-08 2.966517e-08 3.099396e-08 2.161219e-08 5.340556e-06 1.398033e-13
1749 8.576592e-08 2.986178e-08 3.072926e-08 2.173415e-08 5.403079e-06 1.425839e-13
1750 8.680771e-08 3.004389e-08 3.057236e-08 2.182190e-08 5.470577e-06 1.448508e-13
1751 8.782567e-08 3.017770e-08 3.046324e-08 2.199594e-08 5.533783e-06 1.473407e-13
1752 8.893683e-08 3.027023e-08 3.044017e-08 2.221068e-08 5.608553e-06 1.495448e-13
1753 9.022654e-08 3.037127e-08 3.044016e-08 2.234725e-08 5.686098e-06 1.520775e-13
1754 9.142463e-08 3.045637e-08 3.066187e-08 2.243383e-08 5.759687e-06 1.546059e-13
1755 9.277408e-08 3.054378e-08 3.085554e-08 2.259581e-08 5.851659e-06 1.566300e-13
1756 9.431215e-08 3.052474e-08 3.097328e-08 2.265968e-08 5.954844e-06 1.584198e-13
1757 9.532793e-08 3.066765e-08 3.113451e-08 2.270294e-08 6.021873e-06 1.599871e-13
1758 9.660453e-08 3.072970e-08 3.140199e-08 2.272100e-08 6.099618e-06 1.615790e-13
1759 9.752689e-08 3.073497e-08 3.178247e-08 2.257863e-08 6.155065e-06 1.634925e-13
1760 9.808134e-08 3.076822e-08 3.215032e-08 2.245121e-08 6.195223e-06 1.650363e-13
1761 9.853019e-08 3.076759e-08 3.232513e-08 2.218600e-08 6.221890e-06 1.658323e-13
1762 9.879384e-08 3.088269e-08 3.227267e-08 2.188582e-08 6.241180e-06 1.670065e-13
1763 9.945720e-08 3.107574e-08 3.195587e-08 2.167545e-08 6.277459e-06 1.683724e-13
1764 1.004268e-07 3.131543e-08 3.171330e-08 2.164891e-08 6.336536e-06 1.691066e-13
1765 1.013113e-07 3.165030e-08 3.180348e-08 2.177605e-08 6.390824e-06 1.698469e-13
1766 1.022892e-07 3.190251e-08 3.200597e-08 2.180162e-08 6.447884e-06 1.701741e-13
1767 1.029385e-07 3.215633e-08 3.236081e-08 2.185447e-08 6.489357e-06 1.699675e-13
1768 1.029686e-07 3.244021e-08 3.271681e-08 2.184915e-08 6.495835e-06 1.695005e-13
1769 1.024583e-07 3.271203e-08 3.300904e-08 2.188192e-08 6.444588e-06 1.692085e-13
1770 1.019880e-07 3.298031e-08 3.311137e-08 2.194280e-08 6.417544e-06 1.690693e-13
1771 1.020072e-07 3.331170e-08 3.305205e-08 2.200062e-08 6.427593e-06 1.699380e-13
1772 1.029407e-07 3.379200e-08 3.286698e-08 2.206421e-08 6.489609e-06 1.719960e-13
1773 1.037844e-07 3.427735e-08 3.257827e-08 2.208297e-08 6.542487e-06 1.742944e-13
1774 1.048659e-07 3.460776e-08 3.221187e-08 2.212254e-08 6.598802e-06 1.768896e-13
1775 1.056912e-07 3.491669e-08 3.178831e-08 2.233038e-08 6.661542e-06 1.800132e-13
1776 1.064166e-07 3.511611e-08 3.131515e-08 2.260314e-08 6.715015e-06 1.824678e-13
1777 1.072431e-07 3.532229e-08 3.088858e-08 2.291733e-08 6.769664e-06 1.850267e-13
1778 1.078040e-07 3.549894e-08 3.034069e-08 2.310940e-08 6.810116e-06 1.869576e-13
1779 1.076607e-07 3.565427e-08 2.981751e-08 2.326282e-08 6.797345e-06 1.885245e-13
1780 1.067574e-07 3.555375e-08 2.934384e-08 2.335368e-08 6.737658e-06 1.895982e-13
1781 1.057370e-07 3.554162e-08 2.908285e-08 2.328262e-08 6.660085e-06 1.903798e-13
1782 1.045839e-07 3.551077e-08 2.878804e-08 2.323379e-08 6.588106e-06 1.907136e-13
1783 1.029878e-07 3.531729e-08 2.859751e-08 2.333843e-08 6.479068e-06 1.897931e-13
1784 1.013761e-07 3.508576e-08 2.840606e-08 2.347062e-08 6.377671e-06 1.887817e-13
1785 1.005452e-07 3.487697e-08 2.856554e-08 2.369051e-08 6.330290e-06 1.874659e-13
1786 9.940361e-08 3.448205e-08 2.896467e-08 2.393193e-08 6.265672e-06 1.853132e-13
1787 9.802270e-08 3.396926e-08 2.961664e-08 2.426180e-08 6.191257e-06 1.839519e-13
1788 9.625850e-08 3.332854e-08 3.028384e-08 2.446624e-08 6.083608e-06 1.817924e-13
1789 9.564102e-08 3.281560e-08 3.096950e-08 2.459980e-08 6.038500e-06 1.811636e-13
1790 9.502398e-08 3.279505e-08 3.175787e-08 2.471597e-08 5.981792e-06 1.817352e-13
1791 9.499874e-08 3.297176e-08 3.238811e-08 2.468174e-08 5.985532e-06 1.822220e-13
1792 9.509112e-08 3.326106e-08 3.283593e-08 2.457769e-08 5.989541e-06 1.829226e-13
1793 9.586413e-08 3.369782e-08 3.330400e-08 2.436824e-08 6.016540e-06 1.841172e-13
1794 9.756930e-08 3.407977e-08 3.344077e-08 2.423492e-08 6.122578e-06 1.851605e-13
1795 9.898009e-08 3.443135e-08 3.333307e-08 2.398088e-08 6.211262e-06 1.868974e-13
1796 9.997401e-08 3.467995e-08 3.326094e-08 2.375140e-08 6.272956e-06 1.886741e-13
1797 1.006938e-07 3.481111e-08 3.305112e-08 2.338956e-08 6.310310e-06 1.902046e-13
1798 1.006118e-07 3.490320e-08 3.290795e-08 2.299156e-08 6.295075e-06 1.915227e-13
1799 9.998890e-08 3.473372e-08 3.267480e-08 2.240057e-08 6.254306e-06 1.923550e-13
1800 9.931930e-08 3.449744e-08 3.231263e-08 2.179107e-08 6.212140e-06 1.925048e-13
1801 9.842805e-08 3.413498e-08 3.173039e-08 2.135690e-08 6.157853e-06 1.920642e-13
1802 9.721226e-08 3.380713e-08 3.098214e-08 2.127376e-08 6.087389e-06 1.917206e-13
1803 9.518771e-08 3.337439e-08 2.998417e-08 2.133265e-08 5.958111e-06 1.909029e-13
1804 9.302420e-08 3.261270e-08 2.952174e-08 2.133252e-08 5.820064e-06 1.896499e-13
1805 9.094727e-08 3.188568e-08 2.968261e-08 2.157782e-08 5.695983e-06 1.882642e-13
1806 8.799665e-08 3.115587e-08 3.005512e-08 2.192317e-08 5.521967e-06 1.869237e-13
1807 8.505068e-08 3.047585e-08 3.066840e-08 2.231033e-08 5.337368e-06 1.856635e-13
1808 8.213674e-08 2.976453e-08 3.124902e-08 2.282725e-08 5.147593e-06 1.834003e-13
1809 8.008699e-08 2.919955e-08 3.152932e-08 2.314717e-08 5.022348e-06 1.808219e-13
1810 7.770896e-08 2.883621e-08 3.167296e-08 2.342201e-08 4.870874e-06 1.775555e-13
1811 7.529366e-08 2.852465e-08 3.168369e-08 2.359669e-08 4.705169e-06 1.742174e-13
1812 7.261506e-08 2.825206e-08 3.186058e-08 2.363074e-08 4.527531e-06 1.704608e-13
1813 7.010280e-08 2.808865e-08 3.220529e-08 2.353732e-08 4.366706e-06 1.672251e-13
1814 6.742090e-08 2.805138e-08 3.234409e-08 2.344954e-08 4.203839e-06 1.660974e-13
1815 6.494714e-08 2.798646e-08 3.226980e-08 2.349906e-08 4.073995e-06 1.673151e-13
1816 6.517266e-08 2.841252e-08 3.183605e-08 2.340523e-08 4.087244e-06 1.702786e-13
1817 6.979353e-08 2.895403e-08 3.119836e-08 2.299214e-08 4.369565e-06 1.739218e-13
1818 7.456827e-08 2.932758e-08 3.032037e-08 2.250765e-08 4.682933e-06 1.782495e-13
1819 7.931072e-08 2.960020e-08 2.931812e-08 2.183539e-08 4.989663e-06 1.823584e-13
1820 8.373925e-08 2.983311e-08 2.823254e-08 2.115959e-08 5.267896e-06 1.870340e-13
1821 8.813573e-08 3.011659e-08 2.702697e-08 2.028728e-08 5.532218e-06 1.919359e-13
1822 9.179690e-08 3.043662e-08 2.560267e-08 1.951616e-08 5.770221e-06 1.956270e-13
1823 9.481964e-08 3.075227e-08 2.442218e-08 1.875937e-08 5.952594e-06 1.990917e-13
1824 9.675628e-08 3.095030e-08 2.348396e-08 1.820564e-08 6.086883e-06 2.017903e-13
1825 9.770746e-08 3.101339e-08 2.267424e-08 1.791332e-08 6.153014e-06 2.034274e-13
1826 9.820844e-08 3.100247e-08 2.225364e-08 1.769811e-08 6.190422e-06 2.043645e-13
1827 9.818954e-08 3.100060e-08 2.255987e-08 1.775722e-08 6.191307e-06 2.046285e-13
1828 9.813081e-08 3.078671e-08 2.295090e-08 1.774413e-08 6.174526e-06 2.037130e-13
1829 9.837522e-08 3.051044e-08 2.315034e-08 1.783849e-08 6.179891e-06 2.014522e-13
1830 9.776292e-08 3.013018e-08 2.329146e-08 1.796631e-08 6.135719e-06 1.995427e-13
1831 9.749170e-08 2.953554e-08 2.329847e-08 1.816139e-08 6.123100e-06 1.962831e-13
1832 9.607190e-08 2.891357e-08 2.319113e-08 1.822943e-08 6.041415e-06 1.930186e-13
1833 9.460282e-08 2.842011e-08 2.326509e-08 1.827956e-08 5.943508e-06 1.895368e-13
1834 9.296378e-08 2.796031e-08 2.318197e-08 1.818237e-08 5.833513e-06 1.868641e-13
1835 8.995020e-08 2.735275e-08 2.336748e-08 1.811509e-08 5.647346e-06 1.837630e-13
1836 8.742475e-08 2.662128e-08 2.346655e-08 1.796702e-08 5.486194e-06 1.797689e-13
1837 8.547681e-08 2.608901e-08 2.331860e-08 1.793404e-08 5.364510e-06 1.773320e-13
1838 8.388158e-08 2.557862e-08 2.332772e-08 1.779802e-08 5.263972e-06 1.758018e-13
1839 8.190783e-08 2.505217e-08 2.337647e-08 1.768328e-08 5.135853e-06 1.745443e-13
1840 7.905658e-08 2.441229e-08 2.356193e-08 1.767829e-08 4.932209e-06 1.727553e-13
1841 7.480760e-08 2.364420e-08 2.375256e-08 1.782364e-08 4.658467e-06 1.702661e-13
1842 7.072089e-08 2.303682e-08 2.362719e-08 1.793500e-08 4.392866e-06 1.676451e-13
1843 6.667926e-08 2.283618e-08 2.364133e-08 1.799528e-08 4.133708e-06 1.663781e-13
1844 6.246784e-08 2.262137e-08 2.351660e-08 1.803891e-08 3.875558e-06 1.655513e-13
1845 5.948445e-08 2.229320e-08 2.332106e-08 1.785867e-08 3.700443e-06 1.645565e-13
1846 5.701876e-08 2.197326e-08 2.297147e-08 1.758827e-08 3.549431e-06 1.645073e-13
1847 5.732000e-08 2.173156e-08 2.247142e-08 1.727072e-08 3.574544e-06 1.647336e-13
1848 5.941058e-08 2.161050e-08 2.171342e-08 1.688628e-08 3.710651e-06 1.651944e-13
1849 6.193329e-08 2.162086e-08 2.085932e-08 1.635827e-08 3.871849e-06 1.656938e-13
1850 6.389051e-08 2.171510e-08 1.970212e-08 1.578191e-08 3.988212e-06 1.654517e-13
1851 6.542176e-08 2.181330e-08 1.844676e-08 1.513145e-08 4.083064e-06 1.651814e-13
1852 6.629082e-08 2.177562e-08 1.716313e-08 1.440862e-08 4.135035e-06 1.647508e-13
1853 6.673352e-08 2.161389e-08 1.607282e-08 1.384398e-08 4.170761e-06 1.632253e-13
1854 6.671292e-08 2.154753e-08 1.530146e-08 1.334673e-08 4.174637e-06 1.616061e-13
1855 6.560163e-08 2.135807e-08 1.500177e-08 1.298520e-08 4.109975e-06 1.596736e-13
1856 6.330758e-08 2.113404e-08 1.491935e-08 1.302550e-08 3.968904e-06 1.573694e-13
1857 5.981191e-08 2.081919e-08 1.511213e-08 1.329469e-08 3.753911e-06 1.548215e-13
1858 5.581945e-08 2.036832e-08 1.534536e-08 1.364133e-08 3.507628e-06 1.527937e-13
1859 5.114361e-08 1.989978e-08 1.549223e-08 1.393367e-08 3.217887e-06 1.503398e-13
1860 4.568356e-08 1.938668e-08 1.571761e-08 1.443709e-08 2.861571e-06 1.486247e-13
1861 4.096297e-08 1.876502e-08 1.604449e-08 1.486370e-08 2.568210e-06 1.468109e-13
1862 3.723064e-08 1.810293e-08 1.618019e-08 1.523456e-08 2.339791e-06 1.450058e-13
1863 3.474231e-08 1.762190e-08 1.618896e-08 1.555630e-08 2.187074e-06 1.445479e-13
1864 3.394026e-08 1.767445e-08 1.590340e-08 1.569707e-08 2.132646e-06 1.443233e-13
1865 3.410150e-08 1.817153e-08 1.544092e-08 1.561913e-08 2.140869e-06 1.437522e-13
1866 3.459276e-08 1.878455e-08 1.473526e-08 1.528969e-08 2.166012e-06 1.445585e-13
1867 3.656977e-08 1.920229e-08 1.403038e-08 1.471767e-08 2.323626e-06 1.450784e-13
1868 3.846639e-08 1.939585e-08 1.347497e-08 1.401720e-08 2.460828e-06 1.463140e-13
1869 4.034127e-08 1.938083e-08 1.307763e-08 1.319636e-08 2.572197e-06 1.471469e-13
1870 4.221278e-08 1.930476e-08 1.279485e-08 1.256966e-08 2.685378e-06 1.479530e-13
1871 4.331326e-08 1.920491e-08 1.275741e-08 1.206892e-08 2.751843e-06 1.490828e-13
1872 4.349017e-08 1.904124e-08 1.295668e-08 1.154583e-08 2.765811e-06 1.497120e-13
