# Iterations  LogResRho  LogResRhoU  LogResRhoV  LogResRhoW  LogResRhoE  LogResTrb
1023 1.105322e-08 7.529751e-09 9.449396e-09 7.699652e-09 6.919432e-07 9.229332e-14
1024 1.116842e-08 7.513215e-09 9.396090e-09 7.671746e-09 6.995589e-07 9.274792e-14
1025 1.127825e-08 7.497498e-09 9.250111e-09 7.601481e-09 7.065724e-07 9.342353e-14
1026 1.131222e-08 7.474158e-09 9.030431e-09 7.501773e-09 7.088121e-07 9.387103e-14
1027 1.127945e-08 7.436058e-09 8.709280e-09 7.338214e-09 7.064477e-07 9.405528e-14
1028 1.120971e-08 7.373142e-09 8.331054e-09 7.120075e-09 7.019088e-07 9.408091e-14
1029 1.108075e-08 7.284623e-09 7.907824e-09 6.852245e-09 6.942765e-07 9.395190e-14
1030 1.085701e-08 7.198652e-09 7.567761e-09 6.674564e-09 6.802889e-07 9.377079e-14
1031 1.064132e-08 7.105976e-09 7.378553e-09 6.594529e-09 6.685703e-07 9.347737e-14
1032 1.061309e-08 7.027405e-09 7.325721e-09 6.547484e-09 6.672011e-07 9.337022e-14
1033 1.063823e-08 6.975088e-09 7.379403e-09 6.572406e-09 6.682371e-07 9.339321e-14
1034 1.071796e-08 6.921882e-09 7.485382e-09 6.628288e-09 6.724153e-07 9.347644e-14
1035 1.084910e-08 6.900843e-09 7.641569e-09 6.697484e-09 6.798167e-07 9.342367e-14
1036 1.089857e-08 6.887573e-09 7.767690e-09 6.769041e-09 6.836497e-07 9.332763e-14
1037 1.087775e-08 6.916029e-09 7.850032e-09 6.860587e-09 6.822187e-07 9.311253e-14
1038 1.086290e-08 7.008022e-09 7.889420e-09 6.958558e-09 6.819827e-07 9.297071e-14
1039 1.082881e-08 7.142638e-09 7.856319e-09 7.046128e-09 6.806289e-07 9.292056e-14
1040 1.062337e-08 7.291092e-09 7.796683e-09 7.090893e-09 6.678152e-07 9.324221e-14
1041 1.027332e-08 7.419326e-09 7.743421e-09 7.077173e-09 6.460253e-07 9.450454e-14
1042 9.898880e-09 7.550477e-09 7.707268e-09 7.011313e-09 6.234359e-07 9.649101e-14
1043 9.789220e-09 7.664645e-09 7.679141e-09 6.914800e-09 6.173665e-07 9.898766e-14
1044 9.985361e-09 7.782744e-09 7.702460e-09 6.820572e-09 6.306784e-07 1.017345e-13
1045 1.026766e-08 7.905392e-09 7.743668e-09 6.709963e-09 6.494712e-07 1.045735e-13
1046 1.048437e-08 8.039348e-09 7.712960e-09 6.579196e-09 6.645865e-07 1.073152e-13
1047 1.071237e-08 8.163497e-09 7.566884e-09 6.423889e-09 6.788132e-07 1.096757e-13
1048 1.089680e-08 8.281546e-09 7.377154e-09 6.254755e-09 6.889803e-07 1.115359e-13
1049 1.106164e-08 8.385349e-09 7.097866e-09 6.102439e-09 6.988079e-07 1.131574e-13
1050 1.117412e-08 8.462320e-09 6.749501e-09 5.948583e-09 7.065210e-07 1.141101e-13
1051 1.119432e-08 8.506726e-09 6.403260e-09 5.788111e-09 7.070774e-07 1.148171e-13
1052 1.115256e-08 8.522399e-09 6.174385e-09 5.624072e-09 7.030226e-07 1.152063e-13
1053 1.103414e-08 8.497174e-09 6.097088e-09 5.530539e-09 6.940183e-07 1.153287e-13
1054 1.091622e-08 8.442922e-09 6.045794e-09 5.518914e-09 6.851767e-07 1.149810e-13
1055 1.091971e-08 8.386416e-09 6.105913e-09 5.537505e-09 6.853105e-07 1.143805e-13
1056 1.098299e-08 8.313569e-09 6.267909e-09 5.549103e-09 6.890484e-07 1.133876e-13
1057 1.087732e-08 8.197921e-09 6.483756e-09 5.583080e-09 6.821118e-07 1.120062e-13
1058 1.069953e-08 8.042068e-09 6.702681e-09 5.664643e-09 6.710271e-07 1.106089e-13
1059 1.044080e-08 7.882192e-09 6.915418e-09 5.770188e-09 6.545512e-07 1.089046e-13
1060 1.015969e-08 7.707762e-09 7.157785e-09 5.872139e-09 6.365299e-07 1.070125e-13
1061 9.786332e-09 7.520210e-09 7.379285e-09 5.955223e-09 6.124179e-07 1.052122e-13
1062 9.358722e-09 7.323114e-09 7.509633e-09 6.011523e-09 5.863356e-07 1.036065e-13
1063 9.071910e-09 7.129095e-09 7.586782e-09 6.046822e-09 5.687528e-07 1.020000e-13
1064 8.870943e-09 6.942050e-09 7.624216e-09 6.041004e-09 5.559505e-07 1.005597e-13
1065 8.766121e-09 6.788108e-09 7.592887e-09 5.999985e-09 5.498663e-07 9.974824e-14
1066 8.736665e-09 6.678626e-09 7.550632e-09 5.948694e-09 5.463063e-07 9.914324e-14
1067 8.834940e-09 6.580759e-09 7.538776e-09 5.891723e-09 5.516675e-07 9.877291e-14
1068 8.852215e-09 6.470153e-09 7.543470e-09 5.833548e-09 5.523233e-07 9.860414e-14
1069 9.021530e-09 6.415128e-09 7.541832e-09 5.749820e-09 5.632915e-07 9.808054e-14
1070 9.340874e-09 6.384359e-09 7.471369e-09 5.691580e-09 5.822687e-07 9.764188e-14
1071 9.522511e-09 6.344290e-09 7.338011e-09 5.621517e-09 5.926958e-07 9.752693e-14
1072 9.502532e-09 6.290914e-09 7.132073e-09 5.499526e-09 5.900040e-07 9.759264e-14
1073 9.402382e-09 6.272045e-09 6.890924e-09 5.354192e-09 5.898344e-07 9.739752e-14
1074 9.691706e-09 6.303047e-09 6.600084e-09 5.208404e-09 6.089103e-07 9.691794e-14
1075 1.021124e-08 6.342336e-09 6.305800e-09 5.082969e-09 6.423657e-07 9.640764e-14
1076 1.056509e-08 6.370732e-09 6.061494e-09 5.036501e-09 6.639822e-07 9.589176e-14
