# Iterations  ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
8133 7.542315e-10 5.383765e-09 5.912717e-09 6.932057e-09 4.653713e-08 3.358350e-13
8134 7.757795e-10 5.390200e-09 5.921960e-09 6.965873e-09 4.789895e-08 3.396185e-13
8135 7.973026e-10 5.397677e-09 5.927942e-09 6.995010e-09 4.926813e-08 3.353085e-13
8136 8.215718e-10 5.404925e-09 5.933062e-09 7.022416e-09 5.079358e-08 3.369352e-13
8137 8.519221e-10 5.410110e-09 5.937728e-09 7.044193e-09 5.272197e-08 3.342806e-13
8138 8.914883e-10 5.415026e-09 5.941114e-09 7.063655e-09 5.522280e-08 3.348852e-13
8139 9.409298e-10 5.419734e-09 5.946745e-09 7.081019e-09 5.836014e-08 3.326307e-13
8140 9.998609e-10 5.423648e-09 5.955829e-09 7.095541e-09 6.208708e-08 3.339963e-13
8141 1.067679e-09 5.428815e-09 5.975774e-09 7.115535e-09 6.637810e-08 3.326686e-13
8142 1.149441e-09 5.437470e-09 6.009423e-09 7.148953e-09 7.153628e-08 3.438189e-13
8143 1.257219e-09 5.452049e-09 6.081723e-09 7.215882e-09 7.832798e-08 3.708164e-13
8144 1.359801e-09 5.473643e-09 6.220100e-09 7.341948e-09 8.475090e-08 3.721182e-13
8145 1.340663e-09 5.479621e-09 6.308247e-09 7.401341e-09 8.348932e-08 2.749439e-13
8146 1.324691e-09 5.488848e-09 6.475197e-09 7.493703e-09 8.240341e-08 3.786808e-13
8147 1.289841e-09 5.495487e-09 6.539273e-09 7.543154e-09 8.014414e-08 2.558244e-13
8148 1.285003e-09 5.513149e-09 6.606719e-09 7.647605e-09 7.977079e-08 3.852656e-13
8149 1.233296e-09 5.483377e-09 6.524230e-09 7.558888e-09 7.644821e-08 2.484090e-13
8150 1.133993e-09 5.491287e-09 6.463396e-09 7.523051e-09 7.015565e-08 3.866716e-13
8151 1.008870e-09 5.501680e-09 6.495679e-09 7.527527e-09 6.218585e-08 2.377572e-13
8152 9.526361e-10 5.512005e-09 6.458183e-09 7.576943e-09 5.865020e-08 3.823401e-13
8153 8.971138e-10 5.510199e-09 6.442630e-09 7.573259e-09 5.507827e-08 2.464854e-13
8154 9.100004e-10 5.512106e-09 6.429410e-09 7.578847e-09 5.592417e-08 3.947116e-13
8155 8.889367e-10 5.511184e-09 6.433862e-09 7.572733e-09 5.456358e-08 2.331271e-13
8156 9.150746e-10 5.514527e-09 6.458211e-09 7.574199e-09 5.623106e-08 3.480995e-13
8157 9.049286e-10 5.516455e-09 6.477439e-09 7.573383e-09 5.556603e-08 3.136088e-13
8158 9.278290e-10 5.523307e-09 6.518122e-09 7.581086e-09 5.700998e-08 3.955132e-13
8159 9.206522e-10 5.527944e-09 6.547261e-09 7.586239e-09 5.653180e-08 2.374773e-13
8160 9.371132e-10 5.538180e-09 6.595153e-09 7.601483e-09 5.755787e-08 3.337654e-13
8161 9.290350e-10 5.546032e-09 6.629073e-09 7.613186e-09 5.702137e-08 3.342669e-13
8162 9.375502e-10 5.558637e-09 6.674488e-09 7.633011e-09 5.753670e-08 3.629682e-13
8163 9.261583e-10 5.568731e-09 6.707100e-09 7.648849e-09 5.678990e-08 2.877502e-13
8164 9.263982e-10 5.583765e-09 6.747240e-09 7.672872e-09 5.677847e-08 3.737379e-13
8165 9.127761e-10 5.596281e-09 6.777432e-09 7.693208e-09 5.589493e-08 2.646208e-13
8166 9.080746e-10 5.612985e-09 6.808795e-09 7.719486e-09 5.557452e-08 3.548625e-13
8167 8.714684e-10 5.633459e-09 6.771334e-09 7.744830e-09 5.326543e-08 3.038564e-13
8168 8.389538e-10 5.653944e-09 6.656191e-09 7.777896e-09 5.123383e-08 3.635291e-13
8169 8.312765e-10 5.667988e-09 6.620395e-09 7.813493e-09 5.078032e-08 2.810282e-13
8170 8.389092e-10 5.685089e-09 6.611596e-09 7.856027e-09 5.128998e-08 3.664028e-13
8171 8.446460e-10 5.702140e-09 6.616594e-09 7.884667e-09 5.167575e-08 2.778116e-13
8172 8.507799e-10 5.725674e-09 6.630733e-09 7.921405e-09 5.204430e-08 3.658121e-13
8173 8.526087e-10 5.742474e-09 6.640169e-09 7.941264e-09 5.216771e-08 2.756633e-13
8174 8.570256e-10 5.757773e-09 6.649765e-09 7.955416e-09 5.243961e-08 3.653937e-13
8175 8.576790e-10 5.765044e-09 6.652183e-09 7.954154e-09 5.249099e-08 2.737774e-13
8176 8.635240e-10 5.771092e-09 6.656218e-09 7.943898e-09 5.285935e-08 3.659328e-13
8177 8.633100e-10 5.776632e-09 6.663793e-09 7.934277e-09 5.284687e-08 2.710376e-13
8178 8.662752e-10 5.785282e-09 6.673017e-09 7.924401e-09 5.301849e-08 3.620792e-13
8179 8.659490e-10 5.794344e-09 6.679454e-09 7.914413e-09 5.299758e-08 2.782466e-13
8180 8.662177e-10 5.805557e-09 6.680938e-09 7.904166e-09 5.299505e-08 3.659662e-13
8181 8.631236e-10 5.817025e-09 6.679398e-09 7.895944e-09 5.279924e-08 2.653257e-13
8182 8.599014e-10 5.830016e-09 6.675427e-09 7.889940e-09 5.257757e-08 3.581736e-13
8183 8.544242e-10 5.841893e-09 6.669900e-09 7.885135e-09 5.223499e-08 2.814165e-13
8184 8.493861e-10 5.854069e-09 6.661764e-09 7.880129e-09 5.190286e-08 3.668831e-13
8185 8.422764e-10 5.864864e-09 6.651226e-09 7.875651e-09 5.146514e-08 2.553569e-13
8186 8.343882e-10 5.876021e-09 6.639107e-09 7.871600e-09 5.095883e-08 3.474151e-13
8187 8.257125e-10 5.886082e-09 6.630100e-09 7.867531e-09 5.043348e-08 3.005068e-13
8188 8.167584e-10 5.896271e-09 6.613321e-09 7.866470e-09 4.986392e-08 3.652289e-13
8189 8.052055e-10 5.904712e-09 6.590475e-09 7.865423e-09 4.915042e-08 2.486206e-13
8190 7.949153e-10 5.912596e-09 6.562752e-09 7.865451e-09 4.850046e-08 3.383146e-13
8191 7.860677e-10 5.918592e-09 6.537819e-09 7.866770e-09 4.797923e-08 3.138352e-13
8192 7.767391e-10 5.922295e-09 6.511833e-09 7.852827e-09 4.740231e-08 3.521004e-13
8193 7.670816e-10 5.921487e-09 6.482310e-09 7.823616e-09 4.682677e-08 2.728571e-13
8194 7.579497e-10 5.919291e-09 6.453846e-09 7.801676e-09 4.626712e-08 3.661176e-13
8195 7.495961e-10 5.913953e-09 6.424090e-09 7.777988e-09 4.577421e-08 2.305257e-13
8196 7.421184e-10 5.907461e-09 6.394382e-09 7.750712e-09 4.530215e-08 3.189402e-13
8197 7.346653e-10 5.896151e-09 6.365343e-09 7.718998e-09 4.484731e-08 3.407941e-13
8198 7.248243e-10 5.872492e-09 6.338349e-09 7.667993e-09 4.423225e-08 2.897695e-13
8199 7.196975e-10 5.843483e-09 6.318259e-09 7.598508e-09 4.394451e-08 3.678285e-13
8200 7.184434e-10 5.814610e-09 6.282354e-09 7.515261e-09 4.384454e-08 2.177011e-13
8201 7.173850e-10 5.791175e-09 6.253503e-09 7.443648e-09 4.379502e-08 3.056813e-13
8202 7.154889e-10 5.770747e-09 6.231552e-09 7.383962e-09 4.367361e-08 3.556891e-13
8203 7.098878e-10 5.750200e-09 6.211981e-09 7.340385e-09 4.332684e-08 2.334344e-13
8204 7.076432e-10 5.730690e-09 6.197617e-09 7.302875e-09 4.316037e-08 3.228556e-13
8205 7.103735e-10 5.711366e-09 6.191163e-09 7.278867e-09 4.332759e-08 3.198176e-13
8206 7.092293e-10 5.692782e-09 6.176286e-09 7.253138e-09 4.323868e-08 3.232476e-13
8207 7.043039e-10 5.674508e-09 6.171997e-09 7.228757e-09 4.292921e-08 3.106502e-13
8208 7.064244e-10 5.660323e-09 6.187623e-09 7.215198e-09 4.305763e-08 3.364132e-13
8209 7.079602e-10 5.647148e-09 6.171182e-09 7.214325e-09 4.316261e-08 2.682971e-13
8210 7.090745e-10 5.635553e-09 6.166193e-09 7.214765e-09 4.322045e-08 3.631244e-13
8211 7.048608e-10 5.624178e-09 6.165366e-09 7.211940e-09 4.295634e-08 2.094635e-13
8212 6.949049e-10 5.612548e-09 6.159804e-09 7.199749e-09 4.229545e-08 2.958181e-13
8213 6.853707e-10 5.599953e-09 6.154299e-09 7.190667e-09 4.168284e-08 3.519403e-13
8214 6.802361e-10 5.587681e-09 6.150495e-09 7.184753e-09 4.133210e-08 2.049470e-13
8215 6.771755e-10 5.576072e-09 6.146316e-09 7.179986e-09 4.113677e-08 2.907525e-13
8216 6.765513e-10 5.565706e-09 6.139192e-09 7.175349e-09 4.107805e-08 3.546927e-13
8217 6.765244e-10 5.555197e-09 6.132749e-09 7.171225e-09 4.108086e-08 2.048852e-13
8218 6.777639e-10 5.546835e-09 6.128397e-09 7.171995e-09 4.114625e-08 2.903342e-13
8219 6.786141e-10 5.539174e-09 6.122195e-09 7.175641e-09 4.121027e-08 3.532403e-13
8220 6.772085e-10 5.532111e-09 6.112400e-09 7.177531e-09 4.111025e-08 2.027074e-13
8221 6.754940e-10 5.524384e-09 6.093634e-09 7.158816e-09 4.101719e-08 2.878896e-13
8222 6.678163e-10 5.518095e-09 6.077991e-09 7.157391e-09 4.055279e-08 3.478036e-13
8223 6.645665e-10 5.511278e-09 6.065130e-09 7.156064e-09 4.040010e-08 2.027214e-13
8224 6.615680e-10 5.505291e-09 6.051449e-09 7.144965e-09 4.022634e-08 2.859896e-13
8225 6.587428e-10 5.498513e-09 6.036847e-09 7.125745e-09 4.007820e-08 3.486946e-13
8226 6.554517e-10 5.492010e-09 6.025434e-09 7.110295e-09 3.987268e-08 1.975717e-13
8227 6.530228e-10 5.485502e-09 6.016598e-09 7.097950e-09 3.974541e-08 2.823944e-13
8228 6.520518e-10 5.479215e-09 6.011893e-09 7.084926e-09 3.968873e-08 3.438681e-13
8229 6.488427e-10 5.471626e-09 6.005795e-09 7.066892e-09 3.950133e-08 1.990732e-13
8230 6.444184e-10 5.464963e-09 5.996433e-09 7.043802e-09 3.920787e-08 2.794815e-13
8231 6.446940e-10 5.457842e-09 5.984818e-09 7.017793e-09 3.924257e-08 3.422594e-13
8232 6.469398e-10 5.451019e-09 6.010673e-09 6.983035e-09 3.941466e-08 1.934405e-13
8233 6.551780e-10 5.444580e-09 6.012960e-09 6.964751e-09 3.997222e-08 2.782100e-13
8234 6.634398e-10 5.439117e-09 6.016763e-09 6.952102e-09 4.050672e-08 3.369789e-13
8235 6.706461e-10 5.433176e-09 6.024892e-09 6.941593e-09 4.099178e-08 1.933439e-13
8236 6.853725e-10 5.429391e-09 6.053610e-09 6.944926e-09 4.191880e-08 2.747713e-13
8237 7.000666e-10 5.425506e-09 6.076284e-09 6.953336e-09 4.287518e-08 3.393691e-13
8238 7.130702e-10 5.422021e-09 6.092013e-09 6.959359e-09 4.370618e-08 1.911847e-13
8239 7.268096e-10 5.419224e-09 6.108201e-09 6.971177e-09 4.460081e-08 2.733095e-13
8240 7.405525e-10 5.417433e-09 6.125891e-09 6.992085e-09 4.547700e-08 3.337270e-13
8241 7.510383e-10 5.415156e-09 6.146005e-09 7.020183e-09 4.616496e-08 1.912534e-13
8242 7.545333e-10 5.413300e-09 6.163366e-09 7.045483e-09 4.638370e-08 2.741846e-13
8243 7.494914e-10 5.410070e-09 6.171443e-09 7.061080e-09 4.607477e-08 3.253899e-13
8244 7.402931e-10 5.405122e-09 6.168575e-09 7.068673e-09 4.547500e-08 1.853712e-13
8245 7.240996e-10 5.397063e-09 6.153163e-09 7.065301e-09 4.444904e-08 2.658897e-13
8246 7.117669e-10 5.388852e-09 6.137786e-09 7.057709e-09 4.364932e-08 3.257166e-13
8247 7.087046e-10 5.380085e-09 6.124290e-09 7.050869e-09 4.346539e-08 1.826384e-13
8248 7.108474e-10 5.372640e-09 6.110337e-09 7.045409e-09 4.359170e-08 2.611565e-13
8249 7.138544e-10 5.365288e-09 6.092490e-09 7.041927e-09 4.379273e-08 3.316082e-13
8250 7.124128e-10 5.359081e-09 6.071455e-09 7.041781e-09 4.369712e-08 1.817501e-13
8251 7.054664e-10 5.351389e-09 6.041376e-09 7.036264e-09 4.326811e-08 2.621522e-13
8252 6.929471e-10 5.342982e-09 6.003004e-09 7.016239e-09 4.244969e-08 3.182831e-13
8253 6.789654e-10 5.333181e-09 5.970693e-09 6.992160e-09 4.157913e-08 1.793160e-13
8254 6.594024e-10 5.321544e-09 5.942110e-09 6.925918e-09 4.033234e-08 2.571275e-13
8255 6.347861e-10 5.299437e-09 5.914785e-09 6.837208e-09 3.877623e-08 3.214401e-13
8256 6.191557e-10 5.287091e-09 5.891195e-09 6.805581e-09 3.777190e-08 1.730376e-13
8257 6.110020e-10 5.279388e-09 5.870900e-09 6.783147e-09 3.727430e-08 2.497686e-13
8258 6.078378e-10 5.273172e-09 5.855261e-09 6.763528e-09 3.707467e-08 3.225812e-13
8259 6.109860e-10 5.266584e-09 5.842721e-09 6.747938e-09 3.731354e-08 1.731491e-13
8260 6.223390e-10 5.259878e-09 5.834701e-09 6.739370e-09 3.806769e-08 2.487400e-13
8261 6.379695e-10 5.251304e-09 5.829978e-09 6.736588e-09 3.910906e-08 3.231656e-13
8262 6.546949e-10 5.244257e-09 5.828700e-09 6.737057e-09 4.018201e-08 1.730061e-13
8263 6.663307e-10 5.239887e-09 5.826226e-09 6.735442e-09 4.092520e-08 2.509781e-13
8264 6.744934e-10 5.237903e-09 5.821455e-09 6.733100e-09 4.141560e-08 3.095062e-13
8265 6.786306e-10 5.234288e-09 5.812845e-09 6.731066e-09 4.167466e-08 1.682794e-13
8266 6.852934e-10 5.232789e-09 5.802533e-09 6.731993e-09 4.207896e-08 2.420701e-13
8267 6.948092e-10 5.232236e-09 5.790247e-09 6.736199e-09 4.268724e-08 3.179439e-13
8268 7.069586e-10 5.232798e-09 5.777121e-09 6.742071e-09 4.344675e-08 1.651274e-13
8269 7.232973e-10 5.234682e-09 5.765696e-09 6.751011e-09 4.449443e-08 2.392524e-13
8270 7.443545e-10 5.238138e-09 5.757205e-09 6.762307e-09 4.582778e-08 3.127942e-13
8271 7.703489e-10 5.242556e-09 5.751367e-09 6.777677e-09 4.749263e-08 1.634756e-13
8272 8.003056e-10 5.249508e-09 5.745224e-09 6.797569e-09 4.939161e-08 2.372468e-13
8273 8.317996e-10 5.258362e-09 5.735937e-09 6.824395e-09 5.139818e-08 3.132216e-13
8274 8.620564e-10 5.268600e-09 5.722143e-09 6.856769e-09 5.330175e-08 1.635226e-13
8275 8.875824e-10 5.278252e-09 5.707323e-09 6.892201e-09 5.490671e-08 2.423633e-13
8276 9.033390e-10 5.283404e-09 5.699124e-09 6.922259e-09 5.585945e-08 2.964202e-13
8277 9.066269e-10 5.280468e-09 5.706406e-09 6.941170e-09 5.602351e-08 1.572036e-13
8278 9.129387e-10 5.276283e-09 5.721347e-09 6.952911e-09 5.636600e-08 2.279435e-13
8279 9.247531e-10 5.271704e-09 5.733786e-09 6.961116e-09 5.707668e-08 3.043274e-13
8280 9.367155e-10 5.266640e-09 5.736820e-09 6.966887e-09 5.777932e-08 1.557577e-13
8281 9.436617e-10 5.260468e-09 5.726304e-09 6.970805e-09 5.817582e-08 2.310856e-13
8282 9.426090e-10 5.253368e-09 5.700362e-09 6.970727e-09 5.804414e-08 3.034826e-13
8283 9.319357e-10 5.243864e-09 5.664961e-09 6.968121e-09 5.731967e-08 1.541032e-13
8284 9.132192e-10 5.233737e-09 5.626731e-09 6.962399e-09 5.606723e-08 2.265876e-13
8285 8.879322e-10 5.221934e-09 5.590677e-09 6.955317e-09 5.442212e-08 3.016264e-13
8286 8.602898e-10 5.210117e-09 5.560507e-09 6.948825e-09 5.261628e-08 1.487564e-13
8287 8.337689e-10 5.198566e-09 5.536930e-09 6.944264e-09 5.091623e-08 2.191383e-13
8288 8.111981e-10 5.188967e-09 5.519292e-09 6.943862e-09 4.945744e-08 2.903621e-13
8289 7.940449e-10 5.179846e-09 5.509471e-09 6.953588e-09 4.837434e-08 1.455699e-13
8290 7.839615e-10 5.171897e-09 5.507245e-09 6.968693e-09 4.773137e-08 2.137556e-13
8291 7.810807e-10 5.163113e-09 5.508725e-09 6.986293e-09 4.757827e-08 2.855360e-13
8292 7.845356e-10 5.153910e-09 5.510824e-09 7.003200e-09 4.781215e-08 1.416243e-13
8293 7.998999e-10 5.146149e-09 5.499691e-09 7.030230e-09 4.882101e-08 2.105051e-13
8294 8.176099e-10 5.136134e-09 5.492788e-09 7.048329e-09 4.995928e-08 2.854816e-13
8295 8.292194e-10 5.124682e-09 5.489015e-09 7.055155e-09 5.071477e-08 1.414655e-13
8296 8.391676e-10 5.113759e-09 5.492433e-09 7.058936e-09 5.134332e-08 2.126737e-13
8297 8.454616e-10 5.103055e-09 5.502116e-09 7.064107e-09 5.175420e-08 2.842641e-13
8298 8.507614e-10 5.092926e-09 5.514225e-09 7.070163e-09 5.208229e-08 1.397098e-13
8299 8.524334e-10 5.083237e-09 5.526407e-09 7.077791e-09 5.219606e-08 2.087275e-13
8300 8.531288e-10 5.074236e-09 5.537348e-09 7.086158e-09 5.223023e-08 2.789922e-13
8301 8.529636e-10 5.064755e-09 5.547039e-09 7.095295e-09 5.223179e-08 1.359896e-13
8302 8.560921e-10 5.056429e-09 5.555014e-09 7.104475e-09 5.243179e-08 2.041030e-13
8303 8.546949e-10 5.036022e-09 5.553955e-09 7.100179e-09 5.238814e-08 2.723783e-13
8304 8.474153e-10 5.001971e-09 5.520751e-09 7.018150e-09 5.196528e-08 1.302621e-13
8305 8.577568e-10 4.969664e-09 5.479956e-09 6.887794e-09 5.266523e-08 1.940517e-13
8306 8.893030e-10 4.957127e-09 5.482571e-09 6.824899e-09 5.470102e-08 2.614199e-13
8307 9.228939e-10 4.954772e-09 5.514959e-09 6.819350e-09 5.689219e-08 1.316847e-13
8308 9.599210e-10 4.956215e-09 5.559253e-09 6.834581e-09 5.928365e-08 1.973537e-13
8309 1.005566e-09 4.958992e-09 5.596721e-09 6.842657e-09 6.222048e-08 2.627424e-13
8310 1.063815e-09 4.964165e-09 5.633730e-09 6.868007e-09 6.593717e-08 1.269291e-13
8311 1.134554e-09 4.970804e-09 5.661056e-09 6.893956e-09 7.044150e-08 1.929690e-13
8312 1.216452e-09 4.980038e-09 5.676214e-09 6.925302e-09 7.562710e-08 2.660851e-13
8313 1.299785e-09 4.991448e-09 5.681379e-09 6.968449e-09 8.089839e-08 1.372185e-13
8314 1.363892e-09 5.005246e-09 5.688209e-09 7.021065e-09 8.492493e-08 2.131548e-13
8315 1.400813e-09 5.021073e-09 5.736925e-09 7.073633e-09 8.724913e-08 2.237135e-13
8316 1.419555e-09 5.034120e-09 5.823214e-09 7.111948e-09 8.839993e-08 1.523002e-13
8317 1.407803e-09 5.036420e-09 5.888528e-09 7.110373e-09 8.762533e-08 2.190150e-13
8318 1.384863e-09 5.033053e-09 5.956646e-09 7.076167e-09 8.611794e-08 1.575200e-13
8319 1.383701e-09 5.036844e-09 6.038881e-09 7.053906e-09 8.600574e-08 2.182251e-13
8320 1.408717e-09 5.049219e-09 6.124396e-09 7.045718e-09 8.753284e-08 1.472723e-13
8321 1.444194e-09 5.067761e-09 6.202594e-09 7.054455e-09 8.973624e-08 2.106882e-13
8322 1.492792e-09 5.094153e-09 6.280937e-09 7.081716e-09 9.275474e-08 1.853481e-13
8323 1.542820e-09 5.125038e-09 6.356844e-09 7.124739e-09 9.587670e-08 2.507020e-13
8324 1.590677e-09 5.163395e-09 6.426940e-09 7.190453e-09 9.884008e-08 1.232777e-13
8325 1.618597e-09 5.202176e-09 6.477220e-09 7.264249e-09 1.005540e-07 1.862488e-13
8326 1.641655e-09 5.247910e-09 6.510977e-09 7.354087e-09 1.019429e-07 2.561062e-13
8327 1.628308e-09 5.289063e-09 6.488396e-09 7.448483e-09 1.010443e-07 1.170694e-13
8328 1.587291e-09 5.338222e-09 6.401486e-09 7.639249e-09 9.839760e-08 1.798610e-13
8329 1.510808e-09 5.380437e-09 6.398315e-09 7.802843e-09 9.359662e-08 2.440575e-13
8330 1.413044e-09 5.406205e-09 6.380573e-09 7.839222e-09 8.745262e-08 1.146296e-13
8331 1.327953e-09 5.424459e-09 6.317649e-09 7.802252e-09 8.213671e-08 1.726902e-13
8332 1.262752e-09 5.442001e-09 6.221674e-09 7.733020e-09 7.803819e-08 2.323054e-13
8333 1.170220e-09 5.410617e-09 6.063926e-09 7.361297e-09 7.219900e-08 1.138132e-13
8334 1.049447e-09 5.428226e-09 6.017468e-09 7.337894e-09 6.471222e-08 1.721887e-13
8335 9.528771e-10 5.444243e-09 5.993282e-09 7.297281e-09 5.876881e-08 2.255233e-13
8336 8.849814e-10 5.461508e-09 5.984203e-09 7.238281e-09 5.466016e-08 1.131210e-13
8337 8.341239e-10 5.477611e-09 5.994817e-09 7.174329e-09 5.163291e-08 1.666879e-13
8338 7.983317e-10 5.496699e-09 5.976802e-09 7.110842e-09 4.954313e-08 2.275270e-13
8339 7.680942e-10 5.516989e-09 5.962630e-09 7.052838e-09 4.779538e-08 1.096075e-13
8340 7.509774e-10 5.538895e-09 5.946482e-09 6.995326e-09 4.684919e-08 1.676351e-13
8341 7.349010e-10 5.557183e-09 5.926127e-09 6.944027e-09 4.596656e-08 2.238125e-13
8342 7.265895e-10 5.575509e-09 5.905497e-09 6.892585e-09 4.554291e-08 1.128297e-13
8343 7.184839e-10 5.592507e-09 5.887495e-09 6.843827e-09 4.514287e-08 1.681322e-13
8344 7.151752e-10 5.609501e-09 5.870772e-09 6.795464e-09 4.501534e-08 2.261933e-13
8345 7.110568e-10 5.624297e-09 5.852854e-09 6.748048e-09 4.485341e-08 1.123523e-13
8346 7.060525e-10 5.638131e-09 5.833069e-09 6.700052e-09 4.460605e-08 1.677850e-13
8347 7.007298e-10 5.649632e-09 5.812727e-09 6.653009e-09 4.435945e-08 2.236463e-13
8348 6.980465e-10 5.659575e-09 5.792240e-09 6.605766e-09 4.424656e-08 1.131070e-13
8349 6.946675e-10 5.667157e-09 5.771414e-09 6.560236e-09 4.410910e-08 1.667224e-13
8350 6.924057e-10 5.672903e-09 5.750766e-09 6.514723e-09 4.400915e-08 2.222166e-13
8351 6.891727e-10 5.675729e-09 5.730473e-09 6.470694e-09 4.386753e-08 1.135067e-13
8352 6.865452e-10 5.677660e-09 5.711743e-09 6.427760e-09 4.373068e-08 1.658927e-13
8353 6.826567e-10 5.677356e-09 5.693749e-09 6.387407e-09 4.353541e-08 2.157301e-13
8354 6.786973e-10 5.674913e-09 5.676448e-09 6.348299e-09 4.330333e-08 1.138360e-13
8355 6.737179e-10 5.671013e-09 5.658729e-09 6.309694e-09 4.302910e-08 1.648005e-13
8356 6.695086e-10 5.664973e-09 5.637133e-09 6.265934e-09 4.277289e-08 2.087181e-13
8357 6.649288e-10 5.655759e-09 5.616127e-09 6.224617e-09 4.251251e-08 1.145692e-13
8358 6.579791e-10 5.645041e-09 5.595423e-09 6.185590e-09 4.207071e-08 1.643413e-13
8359 6.498998e-10 5.631513e-09 5.574308e-09 6.147845e-09 4.157884e-08 2.025679e-13
8360 6.418752e-10 5.615982e-09 5.553575e-09 6.110347e-09 4.105710e-08 1.144712e-13
8361 6.332906e-10 5.598657e-09 5.533941e-09 6.073766e-09 4.052037e-08 1.630958e-13
8362 6.250715e-10 5.580443e-09 5.515421e-09 6.037577e-09 3.997418e-08 1.979195e-13
8363 6.161463e-10 5.560549e-09 5.497586e-09 6.001597e-09 3.940389e-08 1.153665e-13
8364 6.073750e-10 5.540565e-09 5.480983e-09 5.965598e-09 3.881087e-08 1.626589e-13
8365 5.983462e-10 5.519644e-09 5.465748e-09 5.931612e-09 3.822269e-08 1.932932e-13
8366 5.900549e-10 5.498609e-09 5.452150e-09 5.899174e-09 3.764977e-08 1.160899e-13
8367 5.816865e-10 5.477396e-09 5.439641e-09 5.869261e-09 3.709345e-08 1.623564e-13
8368 5.741242e-10 5.456609e-09 5.426529e-09 5.839998e-09 3.655977e-08 1.889497e-13
8369 5.668239e-10 5.435515e-09 5.412599e-09 5.812493e-09 3.606506e-08 1.276279e-13
8370 5.605461e-10 5.415424e-09 5.398793e-09 5.786554e-09 3.560562e-08 1.747415e-13
8371 5.542752e-10 5.395321e-09 5.385131e-09 5.763034e-09 3.516935e-08 1.639898e-13
8372 5.486826e-10 5.376188e-09 5.371932e-09 5.741253e-09 3.474896e-08 1.814917e-13
8373 5.428259e-10 5.357263e-09 5.359262e-09 5.721890e-09 3.433654e-08 1.453065e-13
8374 5.374740e-10 5.339626e-09 5.346878e-09 5.704266e-09 3.393116e-08 1.882539e-13
8375 5.317540e-10 5.322270e-09 5.334506e-09 5.689424e-09 3.352562e-08 1.274979e-13
8376 5.265082e-10 5.306382e-09 5.322449e-09 5.676463e-09 3.312699e-08 1.724620e-13
8377 5.211603e-10 5.290917e-09 5.310670e-09 5.665330e-09 3.275109e-08 1.630735e-13
8378 5.164089e-10 5.276782e-09 5.299350e-09 5.654856e-09 3.238911e-08 1.759651e-13
8379 5.114611e-10 5.263265e-09 5.288175e-09 5.644890e-09 3.204009e-08 1.541322e-13
8380 5.068516e-10 5.251274e-09 5.277424e-09 5.634419e-09 3.168666e-08 1.809738e-13
8381 5.017556e-10 5.239812e-09 5.266878e-09 5.623505e-09 3.133046e-08 1.419414e-13
8382 4.970962e-10 5.229878e-09 5.256993e-09 5.611080e-09 3.098122e-08 1.791701e-13
8383 4.927298e-10 5.220372e-09 5.248331e-09 5.597889e-09 3.068317e-08 1.448244e-13
8384 4.901839e-10 5.212293e-09 5.242075e-09 5.584433e-09 3.047797e-08 1.783659e-13
8385 4.885402e-10 5.204688e-09 5.237682e-09 5.572939e-09 3.035372e-08 1.455275e-13
8386 4.877715e-10 5.198322e-09 5.234464e-09 5.562720e-09 3.026230e-08 1.771881e-13
8387 4.868183e-10 5.192146e-09 5.231456e-09 5.553859e-09 3.018386e-08 1.466565e-13
8388 4.864214e-10 5.187054e-09 5.228175e-09 5.545256e-09 3.011975e-08 1.758542e-13
8389 4.861791e-10 5.181954e-09 5.224901e-09 5.537381e-09 3.009151e-08 1.478166e-13
8390 4.865976e-10 5.177351e-09 5.222523e-09 5.529151e-09 3.008583e-08 1.746130e-13
8391 4.875730e-10 5.172704e-09 5.220804e-09 5.522181e-09 3.014104e-08 1.485804e-13
8392 4.897631e-10 5.168833e-09 5.219783e-09 5.515899e-09 3.025357e-08 1.734248e-13
8393 4.922112e-10 5.165069e-09 5.219177e-09 5.510832e-09 3.040646e-08 1.492186e-13
8394 4.955694e-10 5.162303e-09 5.219138e-09 5.506324e-09 3.059703e-08 1.722232e-13
8395 4.991966e-10 5.159852e-09 5.219682e-09 5.502871e-09 3.082836e-08 1.497525e-13
8396 5.034314e-10 5.158553e-09 5.221061e-09 5.499236e-09 3.107732e-08 1.711226e-13
8397 5.072066e-10 5.157732e-09 5.222055e-09 5.495964e-09 3.131993e-08 1.499802e-13
8398 5.114637e-10 5.158249e-09 5.222740e-09 5.492255e-09 3.157245e-08 1.699546e-13
8399 5.153069e-10 5.159426e-09 5.223094e-09 5.489135e-09 3.181975e-08 1.502920e-13
8400 5.192643e-10 5.162189e-09 5.223342e-09 5.486521e-09 3.205306e-08 1.688743e-13
8401 5.222942e-10 5.165944e-09 5.222842e-09 5.485075e-09 3.224870e-08 1.504629e-13
8402 5.244688e-10 5.171503e-09 5.218937e-09 5.482230e-09 3.237393e-08 1.676244e-13
8403 5.252098e-10 5.177992e-09 5.209464e-09 5.477819e-09 3.243966e-08 1.506976e-13
8404 5.255322e-10 5.186442e-09 5.201256e-09 5.476520e-09 3.246129e-08 1.669594e-13
8405 5.234414e-10 5.195890e-09 5.194069e-09 5.478238e-09 3.235187e-08 1.503536e-13
